hskId,simplified,traditional,pinyin,definitions,book,hsk,lesson,dialog,nw,example,exampleTranslation,oofc,pn,weight,index
3032,自主,自主,zì zhǔ,independent/to act for oneself/autonomous,6,6,2,1,6,自主性交易,independent operation,,,124,0
3033,甭,甭,béng,contraction of 不用/need not/please don't,6,6,2,1,7,甭客气。,Don't stand on ceremony.,,,6,0
3034,脱离,脫離,tuō lí,to separate oneself from/to break away from/diastasis (medicine)/abscission/abjunction (botany),6,6,2,1,8,干部不能脱离群众。,A cadre mustn't be divorced from the masses.,,,336,0
3035,诱惑,誘惑,yòu huò,to entice/to lure/to induce/to attract,6,6,2,1,9,不为诱惑所动,be adamant to temptation,,,127,0
3036,无比,無比,wú bǐ,incomparable/matchless,6,6,2,1,10,她曾经美丽无比。,She used to be a beauty beyond compare.,,,48,0
3037,向往,嚮往,xiàng wǎng,to yearn for/to look forward to,6,6,2,1,11,他向往着浪漫，美丽和爱情。,He yearned for romance and beauty and love.,,,67,0
3038,孤独,孤獨,gū dú,lonely/solitary,6,6,2,1,12,如果没有人作伴我感到孤独。,I am lonely if I have no company.,,,339,0
3040,片刻,片刻,piàn kè,short period of time/a moment,6,6,2,1,14,他沉思片刻后才回答。,"After a minute's reflection, he answered.",,,59,0
3041,步伐,步伐,bù fá,pace/(measured) step/march,6,6,2,1,15,我必须加快步伐，否则就要迟到了。,"I'll have to mend my pace, or I'll be late.",,,42,0
3042,包围,包圍,bāo wéi,to surround/to encircle/to hem in,6,6,2,1,16,潜伏在那些山里的土匪都已经被包围了。,The bandits that lay up in those hills have all been rounded up.,,,18,0
3043,感染,感染,gǎn rǎn,infection/to infect/to influence,6,6,2,1,17,他肺部受到了感染。,He suffered from a lung infection.,,,178,0
3044,恨不得,恨不得,hèn bu de,wishing one could do sth/to hate to be unable/itching to do sth,6,6,2,1,18,我恨不得马上回到家里。,I couldn't get home fast enough.,,,16,0
3045,跟前,跟前,gēn qián,the front (of)/(in) front/(in) sb's presence/just before (a date),6,6,2,1,19,没有多久安德烈也来到她跟前。,A few moments later Andrey joined her.,,,50,0
3046,团圆,團圓,tuán yuán,to have a reunion,6,6,2,1,20,圆形的月饼象征着家庭团圆。,Round moon cakes symbolizes family’s reunion.,,,16,0
3047,近来,近來,jìn lái,recently/lately,6,6,2,1,21,近来对英语教员的需求颇大。,Teachers of English have lately been in great request.,,,9,0
3048,酝酿,醞釀,yùn niàng,(of alcohol) to ferment/(of a crisis) to be brewing/to mull over (an issue)/to hold exploratory discussions,6,6,2,1,22,纠纷在酝酿中。,There is trouble brewing.,,,1,0
3049,刹那,剎那,chà nà,an instant (Sanskrit: ksana)/split second/the twinkling of an eye,6,6,2,1,23,刹那间，他看不见眼前的一切。,In a flash he couldn't see anything in front of him.,,,27,0
3050,反常,反常,fǎn cháng,unusual/abnormal,6,6,2,1,24,他昨天的表现有点儿反常。,His behaviour yesterday was a bit strange.,,,4,0
3051,埋怨,埋怨,mán yuàn,to complain/to grumble (about)/to reproach/to blame,6,6,2,1,25,我不再埋怨你啦。,I won't go blaming you.,,,23,0
3052,体谅,體諒,tǐ liàng,to empathize/to allow (for sth)/to show understanding/to appreciate,6,6,2,1,26,他很体谅别人。,He is considerate of others.,,,46,0
3053,无精打采,無精打采,wú jīng dǎ cǎi,dispirited and downcast (idiom); listless/in low spirits/washed out,6,6,2,1,27,朱丽叶的声调因挫折而无精打采。,Juliet's voice held the flatness of defeat.,,,0,0
3054,规划,規劃,guī huà,to plan (how to do sth)/planning/plan/program,6,6,2,1,28,美化国内公路的规划,a program to beautify the nation's highways,,,718,0
3055,熬,熬,áo,to cook on a slow fire/to extract by heating/to decoct/to endure,6,6,2,1,29,厨师通过煮很长时间把汁液熬浓了。,The cook reduced the sauce by boiling it for a long time.,,,57,0
3056,漫长,漫長,màn cháng,very long/endless,6,6,2,1,30,他在漫长的一生中阅历甚丰。,He has seen a good deal in his long life.,,,34,0
3057,寂静,寂靜,jì jìng,quiet,6,6,2,1,31,一根树枝突然折断打破了寂静。,The snap of a twig broke the silence.,,,38,0
3058,稿件,稿件,gǎo jiàn,piece of writing submitted for publication/manuscript/article,6,6,2,1,32,编辑已为我审阅过这篇稿件。,The editor has read it over for me.,,,11,0
3059,难得,難得,nán dé,seldom/rare/hard to come by,6,6,2,1,33,这种草药很难得。,This medicinal herb is hard to come by.,,,41,0
3060,心疼,心疼,xīn téng,to love dearly/to feel sorry for sb/to regret/to grudge/to be distressed,6,6,2,1,34,小孩子们讨东西吃的情景实在令人心疼。,The sight of the small children asking for food was enough to wring your withers.,,,20,0
3061,掩饰,掩飾,yǎn shì,to cover up/to conceal/to mask/to gloss over,6,6,2,1,35,她无法掩饰自己失望的情绪。,She couldn't hide her disappointment.,,,16,0
3062,隐瞒,隱瞞,yǐn mán,to conceal/to hide (a taboo subject)/to cover up the truth,6,6,2,1,36,证人隐瞒了重要事实。,"The witness held back material facts, ie ones that might influence a decision.",,,58,0
3063,唠叨,嘮叨,láo dao,to prattle/to chatter away/to nag/garrulous/nagging,6,6,2,1,37,不要老是唠叨行不行？,Can you stop nagging all the time?,,,24,0
3064,吃苦,吃苦,chī kǔ,to bear hardships,6,6,2,1,38,准备吃苦，坚持下去。,Be prepared for a rough time. and hang in there,,,20,0
3065,欣慰,欣慰,xīn wèi,to be gratified,6,6,2,1,39,他对儿子的成功感到欣慰。,He was gratified by his son's success.,,,21,0
3066,本事,本事,běn shi,ability/skill,6,6,2,1,40,我没想到你有这个本事。,I did not give you credit for such skill.,,,26,0
3067,皱纹,皺紋,zhòu wén,wrinkle/CL:道[dào],6,6,2,1,41,她的皱纹随着年龄增长而加深。,Her wrinkles deepen with age.,,,61,0
3068,顿时,頓時,dùn shí,immediately/suddenly,6,6,2,1,42,寂静的山村，顿时沸腾起来。,The quiet village suddenly became astir.,,,52,0
3069,不由得,不由得,bù yóu de,can't help/cannot but,6,6,2,1,43,我不由得呜呜咽咽地哭起来。,I broke out crying and sobbing.,,,6,0
3070,热泪盈眶,熱淚盈眶,rè lèi yíng kuàng,eyes brimming with tears of excitement (idiom)/extremely moved,6,6,2,1,44,她热泪盈眶。,Her eyes streamed with tears.,,,4,0
3071,扛,扛,káng,"to carry on one's shoulder/(fig.) to take on (a burden, duty etc)",6,6,2,扩展,,叫我扛这个包是不可能的。,It's not likely for me to carry the bag.,,,61,0
3072,搅拌,攪拌,jiǎo bàn,to stir/to agitate,6,6,2,扩展,,他把糖放进茶里并搅拌它。,He put sugar in his tea and stirred it.,,,15,0
3073,掰,掰,bāi,to break off or break open sth with one's hands/(fig.) to break off (a relationship),6,6,2,扩展,,他把巧克力掰成两半。,He broke the bar of chocolate into two .,,,107,0
3074,挎,挎,kuà,"to carry (esp. slung over the arm, shoulder or side)",6,6,2,扩展,,手臂上挎着一个篮子,have a basket on one's arm+ [ 1 ],,,13,0
3075,搀,攙,chān,to take by the arm and assist/to mix/to blend/to dilute/to adulterate,6,6,2,扩展,,这牛奶已搀过水了。,This milk has been watered down.,,,3,0
3076,晾,晾,liàng,to dry in the air/(fig.) to cold-shoulder,6,6,2,扩展,,床单都晾在绳上。,The sheets were aired on the line.,,,20,0
3077,敬礼,敬禮,jìng lǐ,to salute/salute,6,6,2,扩展,,士兵向军官敬礼。,The soldier saluted the officer.,,,2,0
3078,飞翔,飛翔,fēi xiáng,to circle in the air/to soar,6,6,2,扩展,,鸟上下飞翔。,The birds rose and dipped in their flight.,,,84,0
3079,鞠躬,鞠躬,jū gōng,to bow/(literary) to bend down,6,6,2,扩展,,她鞠躬致谢。,She bowed her thanks.,,,2,0
3080,啃,啃,kěn,to gnaw/to nibble/to bite,6,6,2,扩展,,他啃苹果。,He nibbled on the apple.,,,12,0
3082,清晨,清晨,qīng chén,early morning,6,6,3,1,2,他迟至清晨两点才回家。,He came home as late as two in the morning.,,,58,0
3083,迎面,迎面,yíng miàn,directly/head-on (collision)/in one's face (of wind),6,6,3,1,3,风迎面吹来。,The wind was right in our faces.,,,14,0
3084,模样,模樣,mú yàng,look/style/appearance/approximation/about/CL:個|个[gè]/also pr. [mó yàng],6,6,3,1,4,房子仍是她离开时的模样。,It was replica of the bungalow she had left.,,,77,0
3085,打量,打量,dǎ liang,to size sb up/to look sb up and down/to take the measure of/to suppose/to reckon,6,6,3,1,5,他把他浑身仔细打量了一番。,He looked him over critically.,,,1,0
3086,番,番,fān,"foreign (non-Chinese)/barbarian/classifier for occurrences (of an event, action or speech utterance)/classifier for iterations: times, -fold (as in twofold etc)/classifier for situations: kind, sort",6,6,3,1,6,这些就是他那番话的基调。,This was the groundwork of his oration.,,,210,0
3087,搓,搓,cuō,to rub or roll between the hands or fingers/to twist,6,6,3,1,7,他搓擦双手。,He rubbed his hands together.,,,48,0
3088,迟疑,遲疑,chí yí,to hesitate,6,6,3,1,8,他迟疑于两种看法之间。,He wavered between the two opinions.,,,13,0
3089,拜托,拜託,bài tuō,to request sb to do sth/please!,6,6,3,1,9,说她有私事要拜托您。,She said she wanted to ask you a personal favor.,,,27,0
3090,饱经沧桑,飽經滄桑,bǎo jīng cāng sāng,having lived through many changes,6,6,3,1,10,饱经沧桑的人，不易沮丧。——约翰逊,A man used to vicissitudes is not easily dejected. -- Samuel Johnson,,,0,0
3091,流露,流露,liú lù,"to reveal (indirectly, implicitly)/to show (interest, contempt etc) by means of one's actions, tone of voice etc",6,6,3,1,11,她的声音中流露出伤感。,Her voice dripped sentimentality.,,,12,0
3092,朴实,樸實,pǔ shí,plain/simple/guileless/down-to-earth/sincere and honest,6,6,3,1,12,粗犷而朴实的态度,rugged manners,,,14,0
3093,过于,過於,guò yú,too much/excessively,6,6,3,1,13,过于详细的说明,a meticulous account,,,148,0
3094,操劳,操勞,cāo láo,to work hard/to look after,6,6,3,1,14,这事请您多操劳。,Would you mind looking after this?,,,3,0
3095,胡须,鬍鬚,hú xū,"beard/CL:根[gēn],綹|绺[liǔ]",6,6,3,1,15,他剃掉了胡须。,He shaved off his beard.,,,84,0
3096,起码,起碼,qǐ mǎ,at the minimum/at the very least,6,6,3,1,16,他起码一星期出去一次。,He's going away for at least a week.,,,71,0
3097,口音,口音,kǒu yīn,oral speech sounds (linguistics),6,6,3,1,17,他说话有点南方口音。,He speaks with a slight southern accent.,,,32,0
3098,乡镇,鄉鎮,xiāng zhèn,village/township,6,6,3,1,18,乡镇企业保持了较快增长的态势。,Township enterprises maintained a good momentum of rapid growth.,,,5,0
3099,原先,原先,yuán xiān,originally/original/former,6,6,3,1,19,原先的森林已被耕地和牧场所取代。,Forests have given place to tillage and pasture.,,,24,0
3100,裁缝,裁縫,cái féng,tailor/dressmaker,6,6,3,1,20,他到裁缝店去试穿。,He went to the tailor's for a fitting.,,,0,0
3101,港口,港口,gǎng kǒu,port/harbor,6,6,3,1,21,他们禁止那些船只出入港口。,They embargoed those ships.,,,38,0
3102,斯文,斯文,sī wén,refined/educate/cultured/intellectual/polite/gentle,6,6,3,1,22,孩子听了客人说的幽默话，都斯文地笑了。,The children smiled politely at the visitor's pleasantries.,,,12,0
3103,心眼儿,心眼兒,xīn yǎn r,one's thoughts/mind/intention/willingness to accept new ideas/baseless suspicions,6,6,3,1,23,他看起来很凶，其实心眼儿挺好的。,"He looks fierce, but in fact he's kindhearted.",,,0,0
3104,信誉,信譽,xìn yù,prestige/distinction/reputation/trust,6,6,3,1,24,银行贷款给有信誉的顾客。,The bank loaned to good customers.,,,99,0
3105,欺骗,欺騙,qī piàn,to deceive/to cheat,6,6,3,1,25,他企图欺骗我们，但没有得逞。,He was foiled in his attempt to deceive us/His attempt to deceive us was foiled.,,,137,0
3106,学位,學位,xué wèi,academic degree/place in school,6,6,3,1,26,她有心理学的学士学位。,She had an undergraduate degree in psychology.,,,51,0
3107,一流,一流,yī liú,top quality/front ranking,6,6,3,1,27,他是个一流作家。,He was a writer of the first rank.,,,80,0
3108,主管,主管,zhǔ guǎn,in charge/responsible for/person in charge/manager,6,6,3,1,28,他主管这项业务。,He superintends this business.,,,103,0
3109,助手,助手,zhù shǒu,assistant/helper,6,6,3,1,29,我找到几个助手散发传单。,I rustle up a few helpers to hand out leaflets.,,,402,0
3110,骨干,骨幹,gǔ gàn,diaphysis (long segment of a bone)/fig. backbone,6,6,3,1,30,起骨干作用,Play a backbone role,,,13,0
3111,小心翼翼,小心翼翼,xiǎo xīn yì yì,cautious and solemn (idiom); very carefully/prudent/gently and cautiously,6,6,3,1,31,他对她说话都得小心翼翼。,He has to weigh his words when he talks to her.,,,8,0
3112,喜悦,喜悅,xǐ yuè,happy/joyous,6,6,3,1,32,她的微笑露出成功的喜悦。,Her smile was triumphant.,,,152,0
3113,拨,撥,bō,"to push aside with the hand, foot, a stick etc/to dial/to allocate/to set aside (money)/to poke (the fire)/to pluck (a string instrument)/to turn round/classifier: group, batch",6,6,3,1,33,他把闹钟拨到上午十点钟。,He has set his alarm clock for ten am.,,,39,0
3114,仍旧,仍舊,réng jiù,still (remaining)/to remain (the same)/yet,6,6,3,1,34,他仍旧是十年前的老样子。,"After ten years, he still looked the same.",,,57,0
3115,隐约,隱約,yǐn yuē,vague/faint/indistinct,6,6,3,1,35,一艘船在雾中隐约出现。,A ship loomed out of the fog.,,,9,0
3116,浑身,渾身,hún shēn,all over/from head to foot,6,6,3,1,36,他把他浑身仔细打量了一番。,He looked him over critically.,,,47,0
3117,馅儿,餡兒,xiàn r,erhua variant of 餡|馅[xiàn],6,6,3,1,37,我喜欢牛肉馅儿的墨西哥卷饼。,I like a burrito with beef filling.,,,0,0
3118,灿烂,燦爛,càn làn,to glitter/brilliant/splendid,6,6,3,1,38,极光的灿烂,the glow of the auroral light,,,61,0
3119,惦记,惦記,diàn jì,to think of/to keep thinking about/to be concerned about,6,6,3,1,39,你不要老是惦记着自己过去的错误。,You should not brood upon your past mistakes,,,4,0
3120,丢人,丟人,diū rén,to lose face,6,6,3,1,40,贫穷不丢人，偷窃不光采。,"Poverty is not a disgrace, but theft is a disgrace.",,,5,0
3121,炫耀,炫耀,xuàn yào,dazzling/to show off/to flaunt,6,6,3,1,41,他喜欢炫耀自己的知识。,"He likes to air his knowledge, ie let others see how much he knows.",,,74,0
3122,面子,面子,miàn zi,"outer surface/outside/honor/reputation/face (as in ""losing face"")/self-respect/feelings/(medicinal) powder",6,6,3,1,42,不要怕丢面子。,Don't be afraid of losing face.,,,86,0
3123,辜负,辜負,gū fù,to fail to live up (to expectations)/unworthy (of trust)/to let down/to betray (hopes)/to disappoint,6,6,3,1,43,辜负了人民的信任,betray the trust of the people,,,31,0
3124,期望,期望,qī wàng,to have expectations/to earnestly hope/expectation/hope,6,6,3,1,44,我期望他会成功。,I hope that he will succeed.,,,253,0
3125,嫂子,嫂子,sǎo zi,(coll.) older brother's wife/sister-in-law/CL:個|个[gè],6,6,3,扩展,,我叔叔的妻子是我父母的嫂子。,"My uncle's wife is my parents’sister-in-law,",,,2,0
3126,泼,潑,pō,to splash/to spill/rough and coarse/brutish,6,6,3,扩展,,谁把墨水泼在我的笔记本上？,Who spilt ink on my notebook ?,,,15,0
3127,拾,拾,shí,to pick up/to collate or arrange/ten (banker's anti-fraud numeral),6,6,3,扩展,,那个农家姑娘拾了些柴火。,The country girl gathered some firewood.,,,94,0
3128,伯母,伯母,bó mǔ,wife of father's elder brother/aunt/(polite form of address for a woman who is about the age of one's mother)/CL:個|个[gè],6,6,3,扩展,,我伯母在一家图书馆工作。,My aunt works in a library.,,,0,0
3129,岳母,岳母,yuè mǔ,"wife's mother, mother-in-law",6,6,3,扩展,,他必须容忍他的岳母。,He has to tolerate his wife 's mother .,,,44,0
3130,搂,摟,lǒu,to hug/to embrace/to hold in one's arms,6,6,3,扩展,,她把孩子紧搂在怀里。,She pressed the child to her bosom.,,,19,0
3131,牵,牽,qiān,to lead along/to pull (an animal on a tether)/(bound form) to involve/to draw in,6,6,3,扩展,,牵狗带被狗绷紧了。,The dog was straining at his leash.,,,88,0
3132,侄子,姪子,zhí zi,brother's son/nephew,6,6,3,扩展,,我的小侄子11岁。,My younger nephew is 11 years old.,,,2,0
3133,投掷,投擲,tóu zhì,to throw sth a long distance/to hurl/to throw at/to throw (dice etc)/to flip (a coin),6,6,3,扩展,,孩子们在投掷石头。,The children were throwing stones.,,,1,0
3134,削,削,xiāo,to peel with a knife/to pare/to cut (a ball at tennis etc),6,6,3,扩展,,请削一削这只铅笔。,Please sharpen this pencil.,,,19,0
3135,掐,掐,qiā,to pick (flowers)/to pinch/to nip/to pinch off/to clutch/(slang) to fight,6,6,3,扩展,,他掐那男孩的面颊。,He pinched the boy's cheek.,,,10,0
3136,绣,繡,xiù,to embroider/embroidery,6,6,3,扩展,,把姓名绣在手帕上,embroider a handkerchief with one's name,,,33,0
3136,绣,綉,xiù,variant of 繡|绣[xiù],6,6,3,扩展,,把姓名绣在手帕上,embroider a handkerchief with one's name,,,33,0
3137,拧,擰,nǐng,mistake/to twist,6,6,3,扩展,,他在拧湿衣服。,He is wringing out the wet clothes.,,,14,0
3138,飘扬,飄揚,piāo yáng,to wave/to flutter/to fly,6,6,3,扩展,,旗子迎风飘扬。,The flag is waving in the wind.,,,3,0
3139,厌倦,厭倦,yàn juàn,to be weary of/to be fed up with/tedious,6,6,4,1,1,他厌倦城里的工作，渴望回去过田园生活。,He is tired of his city job and dreams of getting back to the land.,,,22,0
3140,厌恶,厭惡,yàn wù,to loathe/to hate/disgusted with sth,6,6,4,1,2,塑料花是我特别厌恶的东西。,Plastic flowers are a particular hate of mine.,,,20,0
3141,倘若,倘若,tǎng ruò,provided that/supposing that/if,6,6,4,1,3,倘若你有困难的话，就住在我这里吧。,"If you are in trouble, stay here with me.",,,28,0
3142,发觉,發覺,fā jué,to become aware/to detect/to realize/to perceive,6,6,4,1,4,我们突然发觉已来不及赶上火车了。,We suddenly discovered that it was too late to catch the train.,,,80,0
3143,承诺,承諾,chéng nuò,to promise/to undertake to do something/commitment,6,6,4,1,5,我不相信你的承诺。,I mistrust your promises.,,,216,0
3144,草率,草率,cǎo shuài,careless/negligent/sloppy/not serious,6,6,4,1,6,他总是草率行事。,He behaves in a brash way.,,,8,0
3145,对抗,對抗,duì kàng,to withstand/to resist/to stand off/antagonism/confrontation,6,6,4,1,7,反叛分子武装自己对抗政府。,The rebels armed themselves against the government.,,,163,0
3146,尝试,嘗試,cháng shì,to try/to attempt/CL:次[cì],6,6,4,1,8,他的一切尝试全归无效。,All his attempts were in vain.,,,341,0
3147,盲目,盲目,máng mù,blind/blindly/ignorant/lacking understanding,6,6,4,1,9,她盲目地发怒。,She is blind with anger.,,,63,0
3148,乘,椉,chéng,old variant of 乘[chéng],6,6,4,1,10,公园不远，乘公共汽车一会儿就到。,"The park isn't far away, it's only a short bus ride.",,,126,0
3148,乘,乘,chéng,surname Cheng,6,6,4,1,10,公园不远，乘公共汽车一会儿就到。,"The park isn't far away, it's only a short bus ride.",,,125,0
3148,乘,乘,chéng,to ride/to mount/to make use of/to avail oneself of/to take advantage of/to multiply (math.)/Buddhist sect or creed,6,6,4,1,10,公园不远，乘公共汽车一会儿就到。,"The park isn't far away, it's only a short bus ride.",,,125,1
3149,喘气,喘氣,chuǎn qì,to breathe deeply/to pant,6,6,4,1,11,赛跑后马喘气。,The horse blew short after race.,,,4,0
3150,饶恕,饒恕,ráo shù,to forgive/to pardon/to spare,6,6,4,1,12,我恳求你饶恕他。,I adjure you to spare him.,,,2,0
3151,强迫,強迫,qiǎng pò,to compel/to force,6,6,4,1,13,他强迫我去。,He compelled me to go.,,,52,0
3152,实施,實施,shí shī,to implement/to carry out,6,6,4,1,14,新法令下个星期一开始实施。,The new law is applicable from next Monday.,,,145,0
3153,不料,不料,bù liào,unexpectedly/to one's surprise,6,6,4,1,15,我正要找一个傻子，不料遇见你。,It just so happened that I was looking for an idiot and I found you.,,,20,0
3154,猛烈,猛烈,měng liè,fierce/violent (criticism etc),6,6,4,1,16,暴风雨越来越猛烈。,The rainstorm is more and more more fierce.,,,32,0
3155,子弹,子彈,zǐ dàn,"bullet/CL:粒[lì],顆|颗[kē],發|发[fā]",6,6,4,1,17,装甲板普通子弹打不穿。,Armor plate is impenetrable by ordinary bullets.,,,35,0
3156,蔑视,蔑視,miè shì,to loathe/to despise/contempt,6,6,4,1,18,他蔑视法庭的命令。,He defied the order of the court.,,,8,0
3157,眼光,眼光,yǎn guāng,gaze/insight/foresight/vision/way of looking at things,6,6,4,1,19,我自信我看人很有眼光。,I flatter myself that I'm an excellent judge of people.,,,59,0
3158,盯,盯,dīng,to watch attentively/to fix one's attention on/to stare at/to gaze at,6,6,4,1,20,在西方，人们认为盯着看人是不礼貌的。,"In the West, it is considered impolite to stare at people.",,,84,0
3159,愤怒,憤怒,fèn nù,angry/indignant/wrath/ire,6,6,4,1,21,抑制自己的愤怒,keep one's anger under control,,,218,0
3160,愚蠢,愚蠢,yú chǔn,silly/stupid,6,6,4,1,22,他真愚蠢，抽那么多烟。,"He is really foolish, and smokes more smoke.",,,70,0
3161,家伙,家伙,jiā huo,"household dish, implement or furniture/domestic animal/(coll.) guy/chap/weapon",6,6,4,1,23,我和那家伙有些老账要清算。,I have some old scores to settle with that fellow.,,,28,0
3161,家伙,傢伙,jiā huo,variant of 家伙[jiā huo],6,6,4,1,23,我和那家伙有些老账要清算。,I have some old scores to settle with that fellow.,,,28,0
3162,可恶,可惡,kě wù,repulsive/vile/hateful/abominable,6,6,4,1,24,可恶的谎言！,It's an infernal lie!,,,6,0
3163,耍,耍,shuǎ,"to play with/to wield/to act (cool etc)/to display (a skill, one's temper etc)",6,6,4,1,25,耍两面派。,Sit on (both sides of) the hedge.,,,85,1
3163,耍,耍,shuǎ,surname Shua,6,6,4,1,25,耍两面派。,Sit on (both sides of) the hedge.,,,85,0
3164,流氓,流氓,liú máng,rogue/hoodlum/gangster/immoral behavior,6,6,4,1,26,他挥拳打倒了那个流氓。,He struck the hooligan down with his fist.,,,59,0
3165,扁,扁,biǎn,flat/(coll.) to beat (sb) up/old variant of 匾[biǎn],6,6,4,1,27,小盒子被这本厚厚的书压扁了。,The small box was flattened by the pressure of the heavy book on it.,,,50,0
3166,夕阳,夕陽,xī yáng,sunset/the setting sun,6,6,4,1,28,夕阳西下。,The sun was sinking in the west.,,,19,0
3167,留神,留神,liú shén,to take care/to be careful,6,6,4,1,29,过马路要留神。,Be careful (about/in) crossing the road.,,,13,0
3168,打猎,打獵,dǎ liè,to go hunting,6,6,4,1,30,过去我经常在冬天打猎。,I used to shoot in the winter.,,,109,0
3169,不顾,不顧,bù gù,in spite of/regardless of,6,6,4,1,31,他不顾危险地爬上了高塔。,"Regardless of the danger, he climbed the tower.",,,63,0
3170,挣扎,掙扎,zhēng zhá,to struggle,6,6,4,1,32,他挣扎着站起来。,He struggled to his feet.,,,97,0
3171,窜,竄,cuàn,to flee/to scuttle/to exile or banish/to amend or edit,6,6,4,1,33,火焰直窜天空。,Flames were soaring into the sky.,,,22,0
3172,摆脱,擺脫,bǎi tuō,to break away from/to cast off (old ideas etc)/to get rid of/to break away (from)/to break out (of)/to free oneself from/to extricate oneself,6,6,4,1,34,他们试图摆脱困境。,They try to find a way out of their dilemma.,,,281,0
3173,死亡,死亡,sǐ wáng,to die/death,6,6,4,1,35,肺癌死亡人数在增多。,The mortality from lung cancer is increasing.,,,1525,0
3174,恰巧,恰巧,qià qiǎo,fortunately/unexpectedly/by coincidence,6,6,4,1,36,他来访时恰巧我不在家。,It chanced that I was out when he visited.,,,5,0
3175,毫无,毫無,háo wú,not in the least/to completely lack,6,6,4,1,37,你毫无机会。,"You haven' t a ghost of a chance, ie You have no chance.",,,250,0
3176,抵抗,抵抗,dǐ kàng,to resist/resistance,6,6,4,1,38,敌人顽强地抵抗。,The enemy resisted stoutly.,,,87,0
3177,部位,部位,bù wèi,position/place,6,6,4,1,39,哪个部位最痛？,Which place aches most?,,,169,0
3178,悲惨,悲慘,bēi cǎn,miserable/tragic,6,6,4,1,40,他们诉说他们的生活是多么悲惨。,They bleat about how miserable they are.,,,78,0
3179,未免,未免,wèi miǎn,unavoidably/can't help/really/rather,6,6,4,1,41,他的眼界未免过於狭隘了。,He is rather too parochial in his outlook.,,,5,0
3180,残忍,殘忍,cán rěn,cruel/mean/merciless/ruthless,6,6,4,1,42,取笑残疾人是残忍的。,It's cruel to make fun of disabled people.,,,72,0
3181,良心,良心,liáng xīn,conscience,6,6,4,1,43,我用良心担保来做这件事。,I can do it with the warrant of a good conscience.,,,310,0
3182,锋利,鋒利,fēng lì,sharp (e.g. knife blade)/incisive/to the point,6,6,4,1,44,他递给我一把锋利的刀。,He handed me a sharp knife.,,,41,0
3183,缠绕,纏繞,chán rào,twisting/to twine/to wind/to pester/to bother,6,6,4,1,45,蛇缠绕在树枝上。,A snake winds round a branch.,,,27,0
3184,耗费,耗費,hào fèi,to waste/to spend/to consume/to squander,6,6,4,1,46,工业需耗费大量的电力。,Industry is a heavy user of electric power.,,,8,0
3185,缺口,缺口,quē kǒu,nick/jag/gap/shortfall,6,6,4,1,47,这种瓷器容易产生缺口。,This china chips easily.,,,13,0
3186,举世瞩目,舉世矚目,jǔ shì zhǔ mù,to receive worldwide attention,6,6,4,1,48,这是举世瞩目的大事。,The matter is the focus of world attention.,,,0,0
3187,巩固,鞏固,gǒng gù,to consolidate/consolidation/to strengthen,6,6,4,扩展,,他贿赂他的领导来巩固他的地位。,He bribes his leader to consolidate his position.,,,178,0
3188,孤立,孤立,gū lì,isolate/isolated,6,6,4,扩展,,通常，原子核并不是完全孤立的。,"Normally, nuclei are not completely isolated.",,,49,0
3189,草案,草案,cǎo àn,"draft (legislation, proposal etc)",6,6,4,扩展,,实际上大部分草案都是他执笔的。,He did most of the actual drafting.,,,6,0
3190,俯视,俯視,fǔ shì,to overlook/to look down at,6,6,4,扩展,,从小山上的房子可以俯视村庄。,The house on the hill overlooks the village.,,,18,0
3191,偿还,償還,cháng huán,to repay/to reimburse,6,6,4,扩展,,此项债券规定分十年偿还。,Repayment of the bond is conditioned on 10 years’a mortization.,,,34,0
3192,敌视,敵視,dí shì,hostile/malevolence/antagonism/to view as enemy/to stand against,6,6,4,扩展,,他们时常受到冷遇和敌视。,"At times, they have run into indifference or hostility.",,,7,0
3193,表态,表態,biǎo tài,to declare one's position/to say where one stands,6,6,4,扩展,,他什么时候表态？,When will he declare himself?,,,11,0
3194,解雇,解僱,jiě gù,to fire/to sack/to dismiss/to terminate employment,6,6,4,扩展,,解雇许多工人,throw many workers out of employment,,,9,0
3195,雇佣,雇傭,gù yōng,to employ/to hire,6,6,4,扩展,,终身雇佣制,the lifetime employment system,,,19,0
3196,过奖,過獎,guò jiǎng,to overpraise/to flatter,6,6,4,扩展,,承蒙过奖。,I feel flattered,,,0,0
3197,畅通,暢通,chàng tōng,unimpeded/free-flowing/straight path/unclogged/move without obstruction,6,6,4,扩展,,请保持畅通,Keep clear,,,10,0
3198,捍卫,捍衛,hàn wèi,to defend/to uphold/to safeguard,6,6,4,扩展,,捍卫国家,the defence of the realm,,,16,0
3199,迫不及待,迫不及待,pò bù jí dài,impatient (idiom); in a hurry/itching to get on with it,6,6,5,1,1,她迫不及待地要把那消息告诉我们。,She can not wait to tell us the news.,,,6,0
3200,依靠,依靠,yī kào,to rely on sth (for support etc)/to depend on,6,6,5,1,2,万物生长都依靠太阳。,All living things depend upon the sun for their growth.,,,79,0
3201,借助,借助,jiè zhù,to draw support from/with the help of,6,6,5,1,3,她借助语法书和词典掌握了一门外语。,She has mastered a foreign language by aid of a grammar and dictionary.,,,82,0
3202,勉强,勉強,miǎn qiǎng,to do with difficulty/to force sb to do sth/reluctant/barely enough,6,6,5,1,4,他们勉强同意了我们的提议。,They acquiesced in our proposal.,,,75,0
